Period,Name,Team,Age,Pos,Level,ERA,W,L,SV,BS,G,GS,CG,SHO,IP,K,BB,H,2B,3B,HR,SB,CS,BK,WP,PO,R,ER,AVG,OBP,SLG
LastYear,"Crain, John",ROME,31,P,ML,4.83,3,4,0,1,40,0,0,0,78.33,60,24,88,7,0,13,3,1,0,2,0,43,42,0.27200000000000002,0.32300000000000001,0.41499999999999998
LastYear,"Crandall, RyLee",OMA,32,P,ML,5.08,8,14,0,0,37,29,2,2,184.33,100,65,216,36,3,19,7,5,0,4,0,112,104,0.28100000000000003,0.33700000000000002,0.41
LastYear,"Crews, Sam",PORT,33,P,ML,3.97,4,3,5,2,34,0,0,0,47.67,25,17,48,6,1,2,6,4,1,4,0,25,21,0.251,0.313,0.32500000000000001
LastYear,"Cruise, Terry",LAKE,30,P,ML,5.42,7,7,1,1,39,13,1,0,118,63,48,141,33,2,16,2,1,0,10,0,80,71,0.28499999999999998,0.34799999999999998,0.45700000000000002
LastYear,"Crumrine, Jim",MIDL,34,P,ML,2.67,8,1,3,0,30,0,0,0,57.33,27,17,52,10,2,5,3,3,0,4,0,19,17,0.23200000000000001,0.28599999999999998,0.36199999999999999
LastYear,"Cuffie, Tim",DAY,33,P,ML,5.04,5,3,5,1,59,0,0,0,85.67,76,45,90,19,1,13,3,0,1,4,0,55,48,0.25900000000000001,0.34399999999999997,0.432
LastYear,"Cumbo, Mike",ROCK,27,P,ML,4.1399999999999997,12,7,0,0,28,28,0,0,156.66999999999999,73,49,169,19,0,18,11,5,2,6,0,76,72,0.26400000000000001,0.317,0.379
LastYear,"Curry, Bob",ROME,25,P,ML,6.25,2,2,3,0,33,0,0,0,44.67,27,11,60,10,2,9,0,1,1,2,0,34,31,0.309,0.34599999999999997,0.52100000000000002
LastYear,"Dain, Kendall",BANG,29,P,ML,8.68,0,1,0,2,5,0,0,0,9.33,5,2,16,1,0,3,1,1,0,0,0,9,9,0.36399999999999999,0.39100000000000001,0.59099999999999997
LastYear,"Dalleva, Teodoro",PEOR,28,P,ML,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
LastYear,"Daniels, Edgar",LAKE,30,P,ML,5.88,11,12,0,0,33,33,2,2,168.33,99,55,204,42,3,27,1,1,0,0,0,114,110,0.28799999999999998,0.33900000000000002,0.47
LastYear,"Dawdy, Bill",IDA,27,P,ML,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
LastYear,"Decant, Alfred",ALTO,33,P,ML,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
LastYear,"Degler, Raul",BANG,29,P,ML,4.53,13,13,0,0,35,35,4,3,208.67,109,45,249,39,3,22,4,1,1,10,0,110,105,0.28499999999999998,0.32,0.41099999999999998
LastYear,"Denson, Jose",AUCK,25,P,DL,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
LastYear,"Diaz, Denny",RICH,29,P,ML,4.1399999999999997,8,4,6,2,56,0,0,0,67.33,39,20,62,11,0,9,1,2,0,0,0,32,31,0.23499999999999999,0.28899999999999998,0.379
LastYear,"Diaz, Luka",IDA,32,P,ML,4.9400000000000004,10,10,0,0,29,29,3,2,151.33000000000001,79,57,167,20,0,15,0,3,0,8,0,86,83,0.26900000000000002,0.33,0.374
LastYear,"Dib, Muad",WISC,32,P,ML,4.58,15,5,0,0,31,31,7,2,190.67,140,42,220,33,4,21,1,3,1,10,0,99,97,0.27800000000000002,0.314,0.40899999999999997
LastYear,"Donadio, Vincent",PORT,26,P,ML,3.94,8,7,4,1,36,17,1,1,107.33,52,42,111,25,0,9,4,3,2,8,0,50,47,0.25600000000000001,0.32200000000000001,0.376
LastYear,"Donovan, Wedge",LV,24,P,ML,7.04,8,8,5,1,38,19,0,0,107.33,54,48,173,14,1,8,2,2,1,8,0,88,84,0.34899999999999998,0.40699999999999997,0.43
LastYear,"Duke, Jesse",MAIN,28,P,ML,3.97,6,11,6,2,54,0,0,0,104.33,45,46,117,12,2,11,3,0,1,6,0,51,46,0.27200000000000002,0.34200000000000003,0.38600000000000001
LastYear,"Dunn, Jaime",ALTO,28,P,ML,8.76,0,0,0,0,15,0,0,0,12.33,7,8,25,4,0,4,0,0,0,0,0,19,12,0.40300000000000002,0.47099999999999997,0.66100000000000003
LastYear,"Dunnigan, Howard",ELP,27,P,ML,4.76,6,9,1,0,31,26,2,1,149.33000000000001,56,61,171,24,3,16,6,7,1,14,0,79,79,0.27600000000000002,0.34100000000000003,0.40200000000000002
LastYear,"Dupree, Demonte",AUCK,28,P,ML,4.26,11,14,0,0,32,32,3,2,184,90,77,182,39,6,25,3,4,0,2,0,92,87,0.248,0.31900000000000001,0.42
LastYear,"Dyson, Stanley",PEOR,28,P,ML,3.86,9,6,0,0,21,20,0,0,114.33,64,35,112,35,3,11,1,1,0,10,0,50,49,0.246,0.3,0.40899999999999997
LastYear,"Edgar, Chris",LV,34,P,ML,4.41,6,9,7,5,61,0,0,0,100,54,41,105,16,1,13,2,5,0,4,0,50,49,0.25900000000000001,0.32700000000000001,0.4
LastYear,"Elam, Keith",SUGR,25,P,ML,6.17,7,4,4,5,55,0,0,0,97.67,68,40,149,19,1,5,6,1,0,8,0,68,67,0.33700000000000002,0.39200000000000002,0.41899999999999998
LastYear,"Engebretsen, Chester",IDA,33,P,ML,5.65,11,6,0,0,33,25,1,0,141.66999999999999,73,56,213,20,0,11,1,1,1,8,0,96,89,0.33400000000000002,0.38800000000000001,0.41699999999999998
LastYear,"English, Randolph",IDA,33,P,ML,5.88,7,13,0,0,31,26,2,1,144,50,62,181,33,3,14,3,1,1,4,0,100,94,0.29499999999999998,0.36,0.42699999999999999
LastYear,"Falco, Shane",ERIE,30,P,ML,4.7,15,6,0,0,35,35,4,3,201,133,66,213,46,4,27,3,3,0,12,0,109,105,0.26100000000000001,0.316,0.42599999999999999
LastYear,"Falkmore, Artemis (30)",PEOR,31,P,DL,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
LastYear,"Farkus, Scut",CASP,27,P,ML,4.33,18,13,0,0,34,34,2,1,206,124,54,240,39,1,27,11,5,1,8,0,106,99,0.28000000000000003,0.32200000000000001,0.42199999999999999
LastYear,"Farrell, Paul",MAHO,26,P,ML,5.36,4,5,0,0,20,14,0,0,87.33,34,26,95,8,0,13,5,1,0,2,0,55,52,0.26600000000000001,0.316,0.39800000000000002
LastYear,"Fasy, Jayson",CHES,26,P,ML,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
LastYear,"Faulkner, Bob",EDMO,27,P,ML,4.6900000000000004,13,10,0,0,33,33,2,1,193.67,129,63,187,42,4,28,1,1,0,12,0,104,101,0.24299999999999999,0.30099999999999999,0.41799999999999998
LastYear,"Fenn, Forrest",LV,26,P,ML,4.12,16,8,0,0,33,33,6,2,236,259,66,269,44,4,24,10,8,0,2,0,114,108,0.27500000000000002,0.32100000000000001,0.40200000000000002
LastYear,"Ferioli, Dan",LV,32,P,ML,7.78,4,8,4,0,46,14,0,0,128.33000000000001,112,33,198,42,3,24,2,6,1,8,0,111,111,0.34,0.375,0.54500000000000004
LastYear,"Figueredo, Marcus",MAHO,26,P,ML,5.58,2,1,3,0,15,3,0,0,30.67,9,12,34,4,0,5,1,0,0,2,0,19,19,0.27,0.33300000000000002,0.42099999999999999
LastYear,"Finkel, Robert",MAHO,26,P,ML,5.6,4,4,0,0,12,12,0,0,53,31,15,70,9,0,9,3,0,0,2,0,41,33,0.30599999999999999,0.34799999999999998,0.46300000000000002
LastYear,"Firpo, Pampero",MAIN,27,P,ML,5.68,4,2,3,2,41,0,0,0,58.67,24,30,87,8,0,6,1,1,1,0,0,37,37,0.33100000000000002,0.39900000000000002,0.43
LastYear,"Flowers, Woodrow",DAY,37,P,ML,4.0999999999999996,9,6,0,0,33,33,0,0,175.67,142,60,184,16,4,18,1,4,2,10,0,90,80,0.25900000000000001,0.316,0.36799999999999999
LastYear,"Forkin, Tyree",LOUI,25,P,ML,4.17,2,2,0,0,7,7,0,0,36.67,29,16,40,8,0,4,4,1,0,6,0,17,17,0.26700000000000002,0.33700000000000002,0.4
LastYear,"Fournier, Rich",OKC,31,P,ML,5.38,3,5,10,5,57,0,0,0,85.33,60,29,98,19,1,18,5,4,0,2,0,59,51,0.27700000000000002,0.33200000000000002,0.48899999999999999
LastYear,"Fowler, Larry",LOUI,34,P,ML,5.88,7,6,0,0,26,26,0,0,130,71,73,158,25,1,20,12,7,0,8,0,90,85,0.28799999999999998,0.372,0.44700000000000001
LastYear,"Freeborn, Antonio",SCRN,24,P,ML,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
LastYear,"Gaffey, Steve",WISC,37,P,ML,3.95,9,7,1,6,51,0,0,0,100.33,64,42,102,13,2,14,3,1,0,2,0,49,44,0.253,0.32400000000000001,0.4
LastYear,"Gallegos, Willie",NORW,32,P,ML,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
LastYear,"Gallinari, Chris",MIDL,27,P,ML,5.48,5,6,2,2,57,2,0,0,92,43,26,118,21,0,10,2,2,0,6,0,66,56,0.29899999999999999,0.34300000000000003,0.42899999999999999
LastYear,"Gamgee, Samwise",ROME,26,P,ML,4.3,14,7,0,0,36,27,0,0,198.67,147,79,201,35,2,25,0,4,0,10,0,98,95,0.252,0.32,0.39500000000000002
LastYear,"Ganino, John",SCRN,27,P,ML,6.1,3,8,2,0,35,16,1,0,113.67,68,47,137,33,0,12,5,5,1,6,0,83,77,0.28699999999999998,0.35,0.43099999999999999
LastYear,"Garcia, Brendan",CHES,28,P,ML,4.1500000000000004,16,4,0,0,28,26,2,1,175.67,97,53,205,25,2,13,5,0,0,10,0,82,81,0.28000000000000003,0.32900000000000001,0.373
LastYear,"Gardner, Marc",WISC,37,P,ML,5.09,4,7,8,2,56,1,0,0,74.33,34,27,90,13,1,12,2,1,0,4,0,50,42,0.28799999999999998,0.34399999999999997,0.45
LastYear,"Garrett, Vincent",TEX,32,P,ML,6.33,3,2,2,1,30,0,0,0,42.67,14,22,54,11,1,5,1,3,0,0,0,31,30,0.29699999999999999,0.373,0.45100000000000001
LastYear,"Garrido, Augie",FRIS,34,P,ML,4.84,1,2,0,0,4,4,0,0,22.33,11,5,26,6,0,3,3,3,0,2,0,17,12,0.28000000000000003,0.316,0.441
LastYear,"Gaston, Jesus",ALTO,27,P,ML,6.11,4,8,0,0,19,19,1,0,98.67,57,35,123,21,5,18,2,0,0,2,0,75,67,0.29399999999999998,0.34799999999999998,0.496
LastYear,"Gatling, Blackout",CHES,34,P,ML,4.8899999999999997,12,10,0,0,32,32,2,2,187.67,128,104,179,48,2,25,7,2,0,16,0,107,102,0.24099999999999999,0.33500000000000002,0.41199999999999998
LastYear,"Gawron, Cal",ALTO,26,P,ML,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
LastYear,"Georg, Spiders",OKC,37,P,ML,5.73,2,10,1,1,39,16,0,0,110,86,61,115,19,2,16,3,1,1,10,0,79,70,0.25800000000000001,0.34799999999999998,0.41799999999999998
LastYear,"Gil, Jerry (19)",ROCK,31,P,DL,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
LastYear,"Glasner, Mark",EDMO,35,P,ML,4.7,4,2,10,3,53,0,0,0,69,20,18,77,10,0,9,6,3,0,2,0,43,36,0.27100000000000002,0.315,0.40100000000000002
LastYear,"Glassner, Ivan",WISC,29,P,ML,3.47,2,1,4,0,47,0,0,0,59.67,38,26,55,8,0,5,3,0,0,0,0,24,23,0.23499999999999999,0.312,0.33300000000000002
LastYear,"Goldberg, Terry",LOUI,33,P,ML,3.81,5,3,10,2,60,0,0,0,75.67,43,20,83,12,2,8,3,6,0,2,0,38,32,0.26800000000000002,0.312,0.39700000000000002
LastYear,"Gomez, Dewayne (22)",CHES,26,P,ML,5.01,1,3,0,1,32,0,0,0,41.33,10,18,60,8,0,4,2,0,0,0,0,23,23,0.32600000000000001,0.38600000000000001,0.435
LastYear,"Goodman, Brad",IDA,28,P,ML,4.32,10,9,1,3,45,19,0,0,170.67,78,57,222,16,2,9,20,9,0,14,0,88,82,0.30199999999999999,0.35299999999999998,0.36599999999999999
LastYear,"Gordon, Ross",PEOR,30,P,ML,6.1,0,4,5,1,27,0,0,0,38.33,26,16,45,14,1,7,1,0,0,4,0,27,26,0.28100000000000003,0.34699999999999998,0.51200000000000001
LastYear,"Graham, Lance",DAY,24,P,ML,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
LastYear,"Grant, Nathan",SCRN,27,P,ML,5.72,5,1,7,0,51,0,0,0,61.33,34,25,83,15,0,9,3,1,1,2,0,39,39,0.311,0.37,0.46800000000000003
LastYear,"Gravas, Latka",RICH,24,P,ML,8.1,0,0,0,0,3,0,0,0,3.33,5,3,3,0,0,0,0,0,0,0,0,3,3,0.23100000000000001,0.375,0.23100000000000001
LastYear,"Green, Jason",EDMO,29,P,ML,4.9000000000000004,3,5,10,4,58,0,0,0,90,63,33,105,14,1,13,1,1,1,4,0,51,49,0.28000000000000003,0.33800000000000002,0.42699999999999999
LastYear,"Greene, Reuben",WISC,28,P,ML,3.78,13,10,0,0,32,32,1,1,188,121,89,193,29,1,13,6,4,0,14,0,84,79,0.255,0.33300000000000002,0.34699999999999998
LastYear,"Griffin, Stewie",MIDL,27,P,ML,6.66,6,4,5,0,62,0,0,0,119,93,47,168,22,4,18,5,4,0,14,0,95,88,0.32,0.376,0.48
LastYear,"Griffith, Del",CASP,32,P,ML,4.29,1,5,31,5,43,0,0,0,42,12,13,57,9,2,3,1,3,0,2,0,20,20,0.311,0.35699999999999998,0.432
LastYear,"Grimes, Ed",NORW,32,P,ML,7.74,1,6,0,0,13,10,0,0,54.67,30,19,89,22,0,14,1,2,0,4,0,56,47,0.35199999999999998,0.39700000000000002,0.60499999999999998
LastYear,"Gulley, Roberto",FRIS,27,P,ML,5.26,5,6,5,4,61,0,0,0,118,66,43,148,22,5,14,3,1,0,16,0,73,69,0.29499999999999998,0.35,0.442
LastYear,"Gus, Cannonball",BANG,25,P,ML,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
LastYear,"Haas, Murray",WISC,36,P,ML,5.55,3,1,0,0,26,5,0,0,61.67,38,20,71,18,0,10,0,0,0,8,0,39,38,0.27700000000000002,0.33,0.46500000000000002
LastYear,"Hackney, Jim",DAY,25,P,ML,3.61,2,0,1,0,35,0,0,0,52.33,46,14,52,15,0,6,0,0,0,2,0,21,21,0.249,0.29599999999999999,0.40699999999999997
LastYear,"Hamilton, Craig",FRIS,24,P,ML,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
LastYear,"Hammond, Tyrone",LV,35,P,ML,7,5,12,4,2,29,21,0,0,109.33,104,30,170,34,5,18,1,1,1,4,0,94,85,0.34100000000000003,0.379,0.53800000000000003
LastYear,"Hampton, Frank",ELP,30,P,ML,5.36,3,12,10,4,55,0,0,0,90.67,49,31,90,23,1,11,7,2,0,8,0,57,54,0.249,0.308,0.40899999999999997
LastYear,"Hariri, Shane",TEX,36,P,ML,5,3,1,5,3,51,0,0,0,63,37,27,67,19,1,6,5,1,0,4,0,39,35,0.26200000000000001,0.33200000000000002,0.41399999999999998
LastYear,"Haugen, Garrett",AUCK,30,P,ML,3.72,1,2,2,1,32,0,0,0,46,56,13,41,13,0,5,1,0,1,0,0,20,19,0.22900000000000001,0.28100000000000003,0.38500000000000001
LastYear,"Heathcock, Manny",CASP,27,P,ML,7.71,0,0,0,1,5,0,0,0,4.67,3,4,3,1,0,1,1,0,0,0,0,4,4,0.17599999999999999,0.33300000000000002,0.41199999999999998
LastYear,"Hermanstorfer, Jason",ERIE,37,P,ML,3.81,12,7,0,0,32,32,0,0,196,127,37,188,37,3,20,5,3,1,8,0,87,83,0.24199999999999999,0.27700000000000002,0.375
LastYear,"Hert, Thomas",MAHO,34,P,ML,5.36,10,7,0,0,34,30,3,1,171.33,76,63,188,30,2,22,5,4,2,16,0,107,102,0.26800000000000002,0.32800000000000001,0.41
LastYear,"Hochnadel, Jim",DAY,29,P,ML,3.52,11,12,1,4,48,17,4,2,171.33,122,57,187,31,1,15,1,4,0,2,0,75,67,0.26700000000000002,0.32200000000000001,0.378
LastYear,"Hodgkinson, Mark",WISC,32,P,ML,3.79,9,13,0,0,33,33,2,1,216,125,85,181,40,3,31,5,5,1,18,0,97,91,0.218,0.29099999999999998,0.38600000000000001
LastYear,"Hodgman, Jim",ALTO,33,P,ML,6.45,5,2,4,2,54,0,0,0,83.67,31,18,111,26,0,17,5,4,0,6,0,74,60,0.307,0.33900000000000002,0.51900000000000002
LastYear,"Hoelscher, Herman",WISC,27,P,ML,7.33,12,7,0,0,32,32,1,0,154.66999999999999,71,52,218,49,6,27,2,2,0,8,0,128,126,0.32,0.36799999999999999,0.52800000000000002
LastYear,"Hoey, Marty",ROME,29,P,ML,6.12,9,13,0,0,44,22,2,2,157.33000000000001,83,52,190,35,5,26,3,5,1,4,0,111,107,0.28699999999999998,0.33900000000000002,0.47299999999999998
LastYear,"Holey, Ken",AUCK,32,P,ML,5.45,3,4,2,2,39,4,0,0,100.67,67,47,124,28,5,16,0,1,0,6,0,67,61,0.29099999999999998,0.36199999999999999,0.49299999999999999
LastYear,"Holliday, Doc",ROME,34,P,ML,6.62,6,13,1,2,35,21,2,0,136,129,56,166,51,5,30,3,2,0,2,0,106,100,0.28899999999999998,0.35199999999999998,0.55200000000000005
LastYear,"Holt, Raymond",SF,31,P,ML,6.36,8,9,0,0,32,32,0,0,157,117,71,199,25,1,25,4,1,2,12,0,117,111,0.29699999999999999,0.36399999999999999,0.44900000000000001
LastYear,"Horn, Lamar",CHES,31,P,ML,4.45,3,5,1,1,24,0,0,0,30.33,20,6,37,6,1,4,1,2,0,0,0,16,15,0.28899999999999998,0.32100000000000001,0.44500000000000001
LastYear,"Horner, Jeffrey",TEX,35,P,ML,4.99,4,5,6,3,54,0,0,0,97.33,52,34,107,20,1,11,0,1,2,4,0,56,54,0.26800000000000002,0.32600000000000001,0.40600000000000003
LastYear,"Horsfall, Ray",ERIE,31,P,ML,4.74,11,13,0,0,33,33,3,2,180.33,129,77,200,34,8,18,1,2,1,12,0,101,95,0.27,0.33900000000000002,0.41
LastYear,"Hougham, Brian",MIDL,25,P,ML,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
LastYear,"Hughes, John",ERIE,27,P,ML,5.51,3,5,3,3,59,0,0,0,85,47,28,95,22,2,12,0,2,1,6,0,54,52,0.27100000000000002,0.32500000000000001,0.44900000000000001
LastYear,"Huhn, Linc",ROCK,24,P,ML,7.15,0,2,0,0,3,3,0,0,11.33,9,12,14,2,0,1,0,0,1,2,0,13,9,0.29199999999999998,0.433,0.39600000000000002
LastYear,"Humphreys, Rene",ERIE,27,P,ML,5.89,6,6,0,0,35,9,2,1,84,27,17,114,7,2,13,6,3,0,8,0,59,55,0.311,0.34200000000000003,0.44800000000000001
LastYear,"Illie, Jesus",SCRN,30,P,ML,2.98,7,3,19,5,55,0,0,0,90.67,52,29,77,15,1,4,3,1,0,6,0,33,30,0.221,0.28000000000000003,0.30399999999999999
LastYear,"Jackson, Arthur",CASP,27,P,ML,4,11,13,0,0,30,30,5,1,184.67,110,76,165,31,3,20,7,4,2,8,0,85,82,0.22900000000000001,0.30299999999999999,0.36399999999999999
LastYear,"James, Matt (3)",CHES,27,P,DL,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
LastYear,"Jankauskas, Bradley",RICH,29,P,ML,6.34,3,3,26,6,50,0,0,0,61,36,27,68,20,1,12,2,1,2,6,0,47,43,0.27100000000000002,0.34200000000000003,0.502
LastYear,"Janousek, Shawn",RICH,34,P,ML,3.52,15,7,0,0,32,32,2,2,207.33,168,50,177,44,5,28,2,7,0,12,0,83,81,0.222,0.26700000000000002,0.39400000000000002
LastYear,"Jin, Christoper",AUCK,29,P,ML,7.26,5,1,0,0,26,0,0,0,31,20,5,42,9,3,7,1,1,1,0,0,26,25,0.311,0.33600000000000002,0.57799999999999996
LastYear,"Jones, Shorty",EDMO,35,P,ML,4.08,0,8,5,2,45,0,0,0,68.33,32,19,78,12,3,5,2,6,0,4,0,35,31,0.27600000000000002,0.32100000000000001,0.39200000000000002
LastYear,"Kalka, Brad",FRIS,28,P,ML,4.53,8,13,0,0,33,33,0,0,169,117,63,175,20,3,25,3,1,2,6,0,93,85,0.25700000000000001,0.31900000000000001,0.40500000000000003
LastYear,"Kampen, Clarence",SF,26,P,ML,4.6900000000000004,11,6,0,0,32,32,1,0,172.67,82,59,195,43,1,20,5,6,0,14,0,95,90,0.27300000000000002,0.32900000000000001,0.42099999999999999
LastYear,"Karue, Wally",LV,36,P,ML,6.33,1,1,0,1,10,0,0,0,21.33,21,10,24,2,2,5,1,0,1,2,0,17,15,0.27300000000000002,0.34699999999999998,0.51100000000000001
LastYear,"Keefner, Jerry",DAY,31,P,ML,4.79,8,7,13,10,62,0,0,0,82.67,56,27,98,22,4,9,1,1,0,6,0,52,44,0.28299999999999997,0.33500000000000002,0.44800000000000001
LastYear,"Kirigaya, Kazuto",AUCK,36,P,ML,3.84,15,7,0,0,33,33,2,0,194.33,67,63,230,16,2,10,6,9,0,8,0,91,83,0.28299999999999997,0.33400000000000002,0.34399999999999997
LastYear,"Kirwan, Tom",SCRN,23,P,ML,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
LastYear,"Knight, Francisco",ROCK,28,P,ML,6.15,2,4,2,2,32,0,0,0,45.33,36,20,50,12,0,8,0,1,0,4,0,32,31,0.26900000000000002,0.34,0.46200000000000002
LastYear,"Koch, Andrew",OMA,27,P,ML,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
LastYear,"Korpal, Dwayne",OMA,26,P,ML,7.2,0,0,0,0,3,0,0,0,5,2,1,8,3,0,1,0,1,0,0,0,5,4,0.34799999999999998,0.375,0.60899999999999999
LastYear,"Kosmicki, Pete",NORW,25,P,ML,6.53,8,12,0,0,32,32,0,0,161.33000000000001,85,63,226,34,3,25,1,0,0,12,0,121,117,0.318,0.374,0.48
LastYear,"Kruse, Shawn",DAY,25,P,ML,4.24,11,10,0,0,32,32,0,0,176.33,207,123,144,28,1,20,3,5,3,12,0,97,83,0.214,0.33500000000000002,0.34799999999999998
LastYear,"Kulp, John",ELP,27,P,ML,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
LastYear,"Labuda, Fred",SUGR,31,P,ML,4.91,1,2,6,1,38,1,0,0,51.33,44,12,55,15,0,8,1,0,0,2,0,28,28,0.26300000000000001,0.30299999999999999,0.45
LastYear,"Lafitte, Pierre",ROCK,33,P,ML,3.46,14,9,0,0,33,33,3,3,202.67,121,85,196,26,3,16,3,3,0,10,0,90,78,0.24399999999999999,0.316,0.34300000000000003
LastYear,"Lapeyrolerie, Chris",ROME,31,P,ML,5.47,5,12,0,1,35,18,0,0,110.33,31,51,134,32,1,13,5,1,0,8,0,72,67,0.28799999999999998,0.35899999999999999,0.44500000000000001
LastYear,"Lauro, Moses",MIDL,28,P,ML,4.0199999999999996,6,3,7,2,59,0,0,0,94,50,47,100,18,2,6,5,1,2,8,0,49,42,0.26200000000000001,0.34300000000000003,0.36599999999999999
LastYear,"Lawrence, Mark",EDMO,33,P,ML,3.41,15,7,0,0,32,32,5,2,208.33,94,78,188,24,2,18,2,1,0,18,0,86,79,0.23100000000000001,0.29899999999999999,0.33200000000000002
LastYear,"Lawson, John",MAHO,29,P,ML,3.61,6,1,4,3,41,0,0,0,62.33,62,19,71,14,1,10,0,1,0,0,0,31,25,0.27500000000000002,0.32500000000000001,0.45300000000000001
LastYear,"Leclerc, Alvin",FRIS,27,P,ML,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
LastYear,"Lee, Brodie",OKC,27,P,ML,5.25,5,6,7,2,62,0,0,0,106.33,59,39,106,17,2,18,0,3,0,8,0,66,62,0.249,0.313,0.42599999999999999
LastYear,"Leider, Benito",FRIS,34,P,ML,6.14,2,2,2,0,33,0,0,0,29.33,15,10,35,7,1,5,1,0,0,0,0,20,20,0.28499999999999998,0.33800000000000002,0.48
LastYear,"Lemon, Floyd",LV,37,P,ML,3.81,4,4,1,1,38,0,0,0,85,71,33,89,30,6,5,2,1,0,4,0,41,36,0.25900000000000001,0.32400000000000001,0.42399999999999999
LastYear,"Lewis, Murray",RICH,36,P,ML,3.35,22,6,0,0,32,32,3,2,220,211,78,201,28,2,19,9,5,2,10,0,86,82,0.23300000000000001,0.29699999999999999,0.33700000000000002
LastYear,"Leyua, Christopher",EDMO,27,P,ML,3.79,8,11,0,0,33,33,2,1,187.67,116,61,176,32,2,20,1,2,2,16,0,85,79,0.23799999999999999,0.29599999999999999,0.36799999999999999
LastYear,"Little, Omar",LOUI,36,P,ML,6.32,1,3,1,1,22,0,0,0,31.33,22,11,42,5,0,7,1,0,0,4,0,24,22,0.309,0.36099999999999999,0.5
LastYear,"Lou, Captain",PORT,28,P,ML,3.91,10,14,0,0,34,34,2,1,205,69,41,215,56,4,21,4,2,0,10,0,102,89,0.25900000000000001,0.29399999999999998,0.41199999999999998
LastYear,"Lowery, Scott",OMA,28,P,ML,5.83,7,2,7,3,58,0,0,0,100.33,61,36,121,25,3,20,6,3,0,6,0,67,65,0.28699999999999998,0.34300000000000003,0.502
LastYear,"Lucas, Charlie",AUCK,30,P,ML,5.52,12,10,0,0,33,33,3,2,190.67,145,53,244,49,9,23,0,0,0,14,0,121,117,0.29899999999999999,0.34200000000000003,0.46600000000000003
LastYear,"Maasch, Butch",MAIN,37,P,ML,3.44,17,9,0,0,31,31,2,2,186,145,52,172,35,2,18,7,5,3,10,0,84,71,0.23599999999999999,0.28599999999999998,0.36299999999999999
LastYear,"Maker, Henry",PEOR,33,P,ML,3.2,11,7,3,4,49,6,0,0,160.33000000000001,126,49,130,24,2,21,4,2,1,2,0,59,57,0.21299999999999999,0.27100000000000002,0.36199999999999999
LastYear,"Malone, Carl",LOUI,32,P,ML,4.32,14,8,0,0,34,34,0,0,177,49,68,206,22,2,16,20,6,0,14,0,88,85,0.28000000000000003,0.34,0.38
LastYear,"Marshak, Jack",ROCK,32,P,ML,4.9000000000000004,8,8,0,0,28,28,0,0,143.33000000000001,86,57,177,34,2,20,2,5,2,8,0,86,78,0.29199999999999998,0.35199999999999998,0.45300000000000001
LastYear,"Marshall, Gilbert",IDA,28,P,ML,4.57,2,4,5,3,68,0,0,0,122,60,56,126,25,3,21,3,5,0,12,0,69,62,0.25600000000000001,0.33200000000000002,0.44700000000000001
LastYear,"Martinez, Will",MIDL,34,P,ML,5.18,3,10,2,3,52,10,0,0,130.33000000000001,59,49,150,38,2,24,2,3,1,6,0,86,75,0.27700000000000002,0.33700000000000002,0.48799999999999999
